Year,Industry,Gas Type,Gas Name,Emissions,,,,,
2006,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2006,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2006,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2006,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2006,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2006,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2006,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2006,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2006,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2007,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2007,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2007,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2007,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2007,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2007,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2007,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2007,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2007,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2007,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2008,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2008,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2008,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2008,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2008,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2008,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2008,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2008,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2008,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2008,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2009,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2009,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2009,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2009,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2009,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2009,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2009,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2009,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2009,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2009,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2010,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2010,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2010,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2010,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2010,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2010,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2010,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2010,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2010,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2010,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2011,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2011,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2011,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2011,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2011,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2011,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2011,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2011,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2011,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2011,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2012,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2012,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2012,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2012,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2012,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2012,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2012,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2012,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2012,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2012,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2013,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2013,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2013,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2013,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2013,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2013,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2013,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2013,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2013,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2013,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2014,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2014,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2014,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2014,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2014,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2014,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2014,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2014,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2014,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2014,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2015,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2015,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2015,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2015,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2015,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2015,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2015,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2015,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2015,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2015,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2016,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Manufacturing,NF3,Nitrogen trifluoride,0.4,0.4,0.4,0.4,0.4,
2016,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Construction,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Transport and storage,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Information and communication,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Real estate activities,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Education,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Other service activities,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2016,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,0.0,0.0,0.0,0.0,
2017,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2017,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2017,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2017,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2017,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2017,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2017,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2017,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2017,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2017,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2018,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2018,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2018,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2018,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2018,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2018,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2018,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2018,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2018,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2018,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2019,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2019,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2019,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2019,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2019,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2019,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2019,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2019,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2019,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2019,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
2020,"Agriculture, forestry and fishing",NF3,Nitrogen trifluoride,0.0,,,,,
2020,Mining and quarrying,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Manufacturing,NF3,Nitrogen trifluoride,0.4,,,,,
2020,"Electricity, gas, steam and air conditioning supply",NF3,Nitrogen trifluoride,0.0,,,,,
2020,"Water supply; sewerage, waste management and remediation activities",NF3,Nitrogen trifluoride,0.0,,,,,
2020,Construction,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Transport and storage,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Accommodation and food services,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Information and communication,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Financial and insurance activities,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Real estate activities,NF3,Nitrogen trifluoride,0.0,,,,,
2020,"Professional, scientific and technical activities",NF3,Nitrogen trifluoride,0.0,,,,,
2020,Administrative and support service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Public administration and defence; compulsory social security,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Education,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Human health and social work activities,NF3,Nitrogen trifluoride,0.0,,,,,
2020,"Arts, entertainment and recreation",NF3,Nitrogen trifluoride,0.0,,,,,
2020,Other service activities,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,NF3,Nitrogen trifluoride,0.0,,,,,
2020,Consumer expenditure,NF3,Nitrogen trifluoride,0.0,,,,,
1990,"Agriculture, forestry and fishing",SF6,Sulphur hexaflouride,0.0,,,,,
1990,Mining and quarrying,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Manufacturing,SF6,Sulphur hexaflouride,650.2,,,,,
1990,"Electricity, gas, steam and air conditioning supply",SF6,Sulphur hexaflouride,236.6,,,,,
1990,"Water supply; sewerage, waste management and remediation activities",SF6,Sulphur hexaflouride,93.6,,,,,
1990,Construction,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Wholesale and retail trade; repair of motor vehicles and motorcycles,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Transport and storage,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Accommodation and food services,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Information and communication,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Financial and insurance activities,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Real estate activities,SF6,Sulphur hexaflouride,0.0,,,,,
1990,"Professional, scientific and technical activities",SF6,Sulphur hexaflouride,219.5,,,,,
1990,Administrative and support service activities,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Public administration and defence; compulsory social security,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Education,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Human health and social work activities,SF6,Sulphur hexaflouride,0.7,,,,,
1990,"Arts, entertainment and recreation",SF6,Sulphur hexaflouride,0.0,,,,,
1990,Other service activities,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,SF6,Sulphur hexaflouride,0.0,,,,,
1990,Consumer expenditure,SF6,Sulphur hexaflouride,0.0,,,,,
1991,"Agriculture, forestry and fishing",SF6,Sulphur hexaflouride,0.0,,,,,
1991,Mining and quarrying,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Manufacturing,SF6,Sulphur hexaflouride,640.1,,,,,
1991,"Electricity, gas, steam and air conditioning supply",SF6,Sulphur hexaflouride,290.1,,,,,
1991,"Water supply; sewerage, waste management and remediation activities",SF6,Sulphur hexaflouride,92.8,,,,,
1991,Construction,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Wholesale and retail trade; repair of motor vehicles and motorcycles,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Transport and storage,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Accommodation and food services,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Information and communication,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Financial and insurance activities,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Real estate activities,SF6,Sulphur hexaflouride,0.0,,,,,
1991,"Professional, scientific and technical activities",SF6,Sulphur hexaflouride,219.5,,,,,
1991,Administrative and support service activities,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Public administration and defence; compulsory social security,SF6,Sulphur hexaflouride,15.6,,,,,
1991,Education,SF6,Sulphur hexaflouride,0.0,,,,,
1991,Human health and social work activities,SF6,Sulphur hexaflouride,0.7,,,,,
1991,"Arts, entertainment and recreation",SF6,Sulphur hexaflouride,0.0,,,,,
